neighbourhood_cleansed,latitude,longitude,property_type,room_type,price,number_of_reviews,review_scores_rating
Bernal Heights,37.73522501,-122.4140353,House,Entire home/apt,233,4,
Bernal Heights,37.73811747,-122.4111196,House,Entire home/apt,225,1,
Bernal Heights,37.73703637,-122.4170026,Apartment,Entire home/apt,199,71,
Bernal Heights,37.73782786,-122.4134155,House,Entire home/apt,400,9,
Bernal Heights,37.7472755,-122.4175,Other,Entire home/apt,600,102,
Bernal Heights,37.74315477,-122.4225985,Apartment,Private room,100,3,
Bernal Heights,37.74424619,-122.4185342,Apartment,Entire home/apt,200,19,
Bernal Heights,37.73784583,-122.4198392,House,Private room,100,0,
Bernal Heights,37.74764932,-122.4068661,House,Entire home/apt,350,1,
Bernal Heights,37.74390717,-122.4189146,Apartment,Entire home/apt,140,20,
Bernal Heights,37.74319972,-122.4093587,House,Private room,143,141,
Bernal Heights,37.74315813,-122.419136,House,Entire home/apt,325,21,
Bernal Heights,37.74663177,-122.4072579,House,Entire home/apt,299,15,
Bernal Heights,37.74467566,-122.420648,Apartment,Entire home/apt,320,5,
Bernal Heights,37.74161928,-122.4205609,Apartment,Entire home/apt,295,0,
Bernal Heights,37.74267565,-122.4209175,House,Private room,123,69,
Bernal Heights,37.73446548,-122.4165133,Apartment,Entire home/apt,115,10,
Bernal Heights,37.74653155,-122.40797,Apartment,Entire home/apt,145,82,
Bernal Heights,37.74163878,-122.4139259,Apartment,Entire home/apt,140,30,
Bernal Heights,37.74011571,-122.4087882,House,Private room,175,0,
Bernal Heights,37.74711188,-122.4178095,Condominium,Entire home/apt,149,72,
Bernal Heights,37.74814219,-122.4080592,Apartment,Entire home/apt,135,86,
Bernal Heights,37.74397043,-122.4166116,House,Entire home/apt,399,2,
Bernal Heights,37.7469871,-122.4245386,Apartment,Private room,120,1,
Bernal Heights,37.73944631,-122.4166747,House,Entire home/apt,150,1,
Bernal Heights,37.74661372,-122.4143816,Apartment,Entire home/apt,160,16,
Bernal Heights,37.74235743,-122.4167877,House,Private room,95,50,
Bernal Heights,37.74497044,-122.4207451,Apartment,Private room,124,56,
Bernal Heights,37.74827746,-122.4096091,Apartment,Private room,80,0,
Bernal Heights,37.74245447,-122.4209317,House,Entire home/apt,275,19,
Bernal Heights,37.74356427,-122.4202952,Apartment,Private room,110,0,
Bernal Heights,37.74898481,-122.4042121,Apartment,Entire home/apt,89,0,
Bernal Heights,37.73826414,-122.4137662,House,Entire home/apt,200,3,
Bernal Heights,37.7475512,-122.4148674,Apartment,Entire home/apt,145,11,
Bernal Heights,37.73554745,-122.4272397,House,Private room,79,27,
Bernal Heights,37.74820964,-122.4150559,Bungalow,Entire home/apt,150,3,
Bernal Heights,37.73576925,-122.4167178,House,Private room,109,111,
Bernal Heights,37.73512365,-122.4137374,In-law,Entire home/apt,90,1,
Bernal Heights,37.7348262,-122.4186042,House,Entire home/apt,120,1,
Bernal Heights,37.74523085,-122.4134373,House,Entire home/apt,399,7,
Bernal Heights,37.74577519,-122.408412,House,Private room,109,54,
Bernal Heights,37.74607757,-122.4175334,House,Entire home/apt,350,101,
Bernal Heights,37.74103489,-122.4148369,House,Entire home/apt,220,2,
Bernal Heights,37.74278485,-122.4195976,Apartment,Entire home/apt,155,28,
Bernal Heights,37.7470412,-122.4146619,Apartment,Private room,75,6,
Bernal Heights,37.7399718,-122.4128509,Apartment,Entire home/apt,301,2,
Bernal Heights,37.73846252,-122.4175531,House,Entire home/apt,200,1,
Bernal Heights,37.7443004,-122.4207411,House,Private room,121,71,
Bernal Heights,37.74088781,-122.4120985,House,Entire home/apt,159,97,
Bernal Heights,37.73818716,-122.4156629,Apartment,Entire home/apt,175,18,
Bernal Heights,37.73309613,-122.4326134,House,Entire home/apt,220,16,
Bernal Heights,37.74640856,-122.4116278,Guest suite,Entire home/apt,145,146,
Bernal Heights,37.7468857,-122.4059613,Apartment,Entire home/apt,375,1,
Bernal Heights,37.74772087,-122.4231938,Apartment,Entire home/apt,325,3,
Bernal Heights,37.74435081,-122.4215917,Apartment,Entire home/apt,300,0,
Bernal Heights,37.74217078,-122.4227653,House,Entire home/apt,300,2,
Bernal Heights,37.73694635,-122.4110877,House,Private room,63,15,
Bernal Heights,37.74511233,-122.4210179,Apartment,Entire home/apt,235,112,
Bernal Heights,37.73867865,-122.4173218,House,Entire home/apt,250,0,
Bernal Heights,37.74324239,-122.419149,House,Entire home/apt,125,2,
Bernal Heights,37.73739039,-122.4144725,House,Entire home/apt,200,2,
Bernal Heights,37.73922431,-122.4193311,House,Entire home/apt,400,8,
Bernal Heights,37.73363571,-122.4123606,Apartment,Entire home/apt,150,4,
Bernal Heights,37.74340913,-122.4131749,House,Entire home/apt,225,5,
Bernal Heights,37.73737059,-122.4104486,House,Private room,50,6,
Bernal Heights,37.73581977,-122.4151772,Guest suite,Private room,98,14,
Bernal Heights,37.74142886,-122.414277,Apartment,Entire home/apt,170,8,
Bernal Heights,37.74499546,-122.4081245,Apartment,Entire home/apt,88,2,
Bernal Heights,37.74439306,-122.4211594,Apartment,Private room,90,71,
Bernal Heights,37.7459083,-122.4184779,In-law,Entire home/apt,118,4,
Bernal Heights,37.74270981,-122.4195473,Condominium,Entire home/apt,160,25,
Bernal Heights,37.74168282,-122.4084328,House,Private room,149,6,
Bernal Heights,37.74685201,-122.4070293,House,Entire home/apt,299,3,
Bernal Heights,37.73372456,-122.4148204,Apartment,Private room,150,0,
Bernal Heights,37.73839679,-122.4149882,Guest suite,Entire home/apt,149,210,
Bernal Heights,37.74053454,-122.4089344,House,Entire home/apt,250,6,
Bernal Heights,37.74530034,-122.421332,Condominium,Entire home/apt,250,1,
Bernal Heights,37.74097994,-122.4206142,Apartment,Entire home/apt,450,0,
Bernal Heights,37.74432064,-122.4128547,House,Entire home/apt,140,1,
Bernal Heights,37.74181821,-122.4234906,Apartment,Entire home/apt,350,1,
Bernal Heights,37.73638426,-122.419366,House,Entire home/apt,360,7,
Bernal Heights,37.73425927,-122.4220033,House,Entire home/apt,950,0,
Bernal Heights,37.74712843,-122.4196118,Apartment,Private room,125,69,
Bernal Heights,37.74272967,-122.4082956,House,Entire home/apt,199,27,
Bernal Heights,37.74577872,-122.4206912,Condominium,Private room,75,24,
Bernal Heights,37.74686781,-122.4096444,Apartment,Entire home/apt,145,143,
Bernal Heights,37.74256808,-122.4135912,House,Private room,110,68,
Bernal Heights,37.73572108,-122.4260361,House,Entire home/apt,195,20,
Bernal Heights,37.73760936,-122.4120084,Apartment,Private room,75,0,
Bernal Heights,37.73670128,-122.4179692,Apartment,Entire home/apt,250,16,
Bernal Heights,37.74447219,-122.4056195,House,Entire home/apt,125,2,
Bernal Heights,37.74347741,-122.4121626,House,Entire home/apt,200,0,
Bernal Heights,37.74754682,-122.4088483,House,Private room,90,4,
Bernal Heights,37.74074608,-122.4109912,Apartment,Entire home/apt,100,2,
Bernal Heights,37.74382383,-122.4177267,House,Entire home/apt,147,48,
Bernal Heights,37.73403741,-122.4178055,House,Private room,88,2,
Bernal Heights,37.73581407,-122.4133976,House,Entire home/apt,180,1,
Bernal Heights,37.74556737,-122.4118731,Apartment,Private room,90,140,
Bernal Heights,37.73939446,-122.4163566,House,Private room,120,99,
Bernal Heights,37.74014832,-122.4190942,House,Entire home/apt,225,30,
Bernal Heights,37.74345962,-122.4235098,Apartment,Private room,150,1,
Bernal Heights,37.73366076,-122.4271038,Apartment,Entire home/apt,100,34,
Bernal Heights,37.74614764,-122.4086937,Apartment,Entire home/apt,125,47,
Bernal Heights,37.73509669,-122.4214071,House,Entire home/apt,245,12,
Bernal Heights,37.7416701,-122.413459,House,Entire home/apt,250,0,
Bernal Heights,37.74679437,-122.4049524,House,Entire home/apt,600,21,
Bernal Heights,37.74000551,-122.4221918,Apartment,Entire home/apt,249,4,
Bernal Heights,37.73758637,-122.4229944,House,Private room,59,58,
Bernal Heights,37.74753058,-122.4212898,House,Private room,135,154,
Bernal Heights,37.74162276,-122.4086438,House,Entire home/apt,130,0,
Bernal Heights,37.73282388,-122.4222233,House,Private room,350,0,
Bernal Heights,37.74301387,-122.4223713,House,Private room,100,4,
Bernal Heights,37.74452657,-122.413981,House,Entire home/apt,275,3,
Bernal Heights,37.74086139,-122.4130015,House,Entire home/apt,175,12,
Bernal Heights,37.73697111,-122.418295,Apartment,Entire home/apt,130,14,
Bernal Heights,37.73868697,-122.4217959,Other,Entire home/apt,125,88,
Bernal Heights,37.74713208,-122.4096165,Apartment,Private room,120,3,
Bernal Heights,37.7456354,-122.4188586,Apartment,Private room,55,0,
Bernal Heights,37.73837373,-122.4097977,House,Entire home/apt,75,0,
Bernal Heights,37.73302262,-122.4224202,House,Entire home/apt,250,0,
Bernal Heights,37.73872658,-122.4169828,Apartment,Entire home/apt,125,163,
Bernal Heights,37.74073076,-122.422883,House,Entire home/apt,350,1,
Bernal Heights,37.74016062,-122.4146982,House,Entire home/apt,279,12,
Bernal Heights,37.74530647,-122.4112181,Condominium,Entire home/apt,225,6,
Bernal Heights,37.73953664,-122.4192323,House,Entire home/apt,160,4,
Bernal Heights,37.74486024,-122.4220966,Apartment,Private room,89,95,
Bernal Heights,37.74765059,-122.4077555,House,Private room,75,0,
Bernal Heights,37.73603598,-122.4124385,House,Private room,190,0,
Bernal Heights,37.74697402,-122.4119291,House,Entire home/apt,300,10,
Bernal Heights,37.74724315,-122.4069623,House,Entire home/apt,1200,0,
Bernal Heights,37.74477754,-122.4214124,Apartment,Entire home/apt,275,79,
Bernal Heights,37.73918716,-122.4179714,Apartment,Entire home/apt,95,9,
Bernal Heights,37.73687268,-122.4185151,House,Entire home/apt,187,8,
Bernal Heights,37.73822196,-122.4223341,Apartment,Entire home/apt,120,173,
Bernal Heights,37.74515078,-122.4202365,Apartment,Private room,104,11,
Bernal Heights,37.74438773,-122.4067019,House,Entire home/apt,300,0,
Bernal Heights,37.74286565,-122.4188058,House,Entire home/apt,1000,0,
Bernal Heights,37.73631476,-122.4223506,House,Private room,80,129,
Bernal Heights,37.74767143,-122.4148241,House,Entire home/apt,135,114,
Bernal Heights,37.73843394,-122.4199777,House,Private room,100,4,
Bernal Heights,37.74039692,-122.414053,House,Entire home/apt,495,2,
Bernal Heights,37.74248144,-122.4106881,Apartment,Entire home/apt,149,287,
Bernal Heights,37.73971171,-122.4159029,Cabin,Entire home/apt,97,48,
Bernal Heights,37.73973681,-122.4229943,House,Private room,89,79,
Bernal Heights,37.74009564,-122.423459,House,Entire home/apt,500,49,
Bernal Heights,37.73918502,-122.4158973,Apartment,Entire home/apt,135,75,
Bernal Heights,37.74692426,-122.4106616,Apartment,Private room,70,11,
Bernal Heights,37.73823206,-122.4185468,Apartment,Entire home/apt,143,1,
Bernal Heights,37.74711653,-122.4227148,Apartment,Entire home/apt,165,108,
Bernal Heights,37.73285587,-122.4286311,Apartment,Entire home/apt,140,26,
Bernal Heights,37.73904899,-122.4126857,Apartment,Private room,128,0,
Bernal Heights,37.7457956,-122.4196862,Apartment,Private room,120,0,
Bernal Heights,37.74520796,-122.4193844,House,Private room,100,122,
Bernal Heights,37.74436783,-122.4090353,House,Private room,129,142,
Bernal Heights,37.73824924,-122.4183986,House,Entire home/apt,350,34,
Bernal Heights,37.7349548,-122.4272365,House,Private room,79,71,
Bernal Heights,37.74381139,-122.4202924,Apartment,Entire home/apt,130,22,
Bernal Heights,37.7447083,-122.4179605,House,Entire home/apt,200,9,
Bernal Heights,37.7450877,-122.4161126,Apartment,Entire home/apt,165,52,
Bernal Heights,37.74032998,-122.4110214,House,Entire home/apt,400,14,
Bernal Heights,37.74702116,-122.4151254,Apartment,Entire home/apt,125,22,
Bernal Heights,37.7387817,-122.4097669,House,Entire home/apt,250,9,
Bernal Heights,37.74741068,-122.4126181,House,Private room,90,6,
Bernal Heights,37.7386789,-122.4128973,House,Entire home/apt,300,6,
Bernal Heights,37.7480401,-122.4163492,House,Private room,65,1,
Bernal Heights,37.73889714,-122.4208187,House,Entire home/apt,229,3,
Chinatown,37.79172745,-122.4059815,Timeshare,Private room,220,0,
Chinatown,37.79166457,-122.4064403,Other,Private room,220,0,
Chinatown,37.79233997,-122.4068964,Apartment,Entire home/apt,185,18,
Chinatown,37.79151869,-122.4067413,Condominium,Entire home/apt,300,1,
Chinatown,37.79313112,-122.4048186,House,Shared room,36,0,
Chinatown,37.79121302,-122.40626,Condominium,Entire home/apt,350,1,
Chinatown,37.79129326,-122.4076259,Apartment,Entire home/apt,109,3,
Chinatown,37.79156959,-122.4059043,Condominium,Entire home/apt,565,1,
Chinatown,37.79208596,-122.4085158,Condominium,Entire home/apt,325,1,
Chinatown,37.79140468,-122.4064159,Apartment,Entire home/apt,500,0,
Chinatown,37.79203548,-122.40618,Apartment,Entire home/apt,126,2,
Chinatown,37.79321771,-122.4053831,Other,Private room,22,0,
Chinatown,37.79079815,-122.4084892,Timeshare,Entire home/apt,259,7,
Chinatown,37.79155052,-122.4061699,Apartment,Private room,225,0,
Chinatown,37.79170457,-122.4073096,Condominium,Entire home/apt,275,0,
Chinatown,37.79157299,-122.4064721,Condominium,Entire home/apt,250,6,
Chinatown,37.79079911,-122.4059711,Guest suite,Private room,225,0,
Chinatown,37.7910451,-122.4063471,Condominium,Entire home/apt,245,3,
Chinatown,37.79159767,-122.4063868,Condominium,Entire home/apt,375,0,
Chinatown,37.79135996,-122.4061039,Condominium,Entire home/apt,300,2,
Chinatown,37.79148415,-122.4067922,Other,Entire home/apt,275,0,
Chinatown,37.79418392,-122.4058186,Dorm,Shared room,29,6,
Chinatown,37.79455322,-122.4060035,Dorm,Shared room,29,6,
Chinatown,37.79091595,-122.4059982,Apartment,Entire home/apt,142,0,
Chinatown,37.79527243,-122.4092538,Apartment,Entire home/apt,360,53,
Chinatown,37.79169857,-122.4073517,Apartment,Entire home/apt,245,0,
Chinatown,37.79516208,-122.4060318,Apartment,Private room,99,6,
Chinatown,37.79223801,-122.4082688,Apartment,Entire home/apt,375,1,
Chinatown,37.79110104,-122.4081751,Apartment,Private room,350,0,
Chinatown,37.79158371,-122.4067165,Apartment,Entire home/apt,275,3,
Chinatown,37.79397834,-122.4078753,Apartment,Private room,150,0,
Chinatown,37.79095203,-122.4076922,Apartment,Entire home/apt,110,3,
Chinatown,37.79220623,-122.4082751,Condominium,Entire home/apt,180,0,
Chinatown,37.79099158,-122.4061988,Condominium,Entire home/apt,250,4,
Chinatown,37.79294123,-122.4065867,Dorm,Shared room,29,11,
Chinatown,37.7940877,-122.4080619,Apartment,Entire home/apt,255,59,
Chinatown,37.79279436,-122.4081014,Apartment,Entire home/apt,375,12,
Chinatown,37.79661894,-122.4081191,Apartment,Entire home/apt,300,3,
Chinatown,37.79151184,-122.4066806,Condominium,Entire home/apt,249,1,
Chinatown,37.79155295,-122.4060088,Timeshare,Private room,65,1,
Chinatown,37.79140204,-122.4063002,Timeshare,Private room,220,0,
Chinatown,37.79072557,-122.4077135,Apartment,Entire home/apt,800,1,
Chinatown,37.79160813,-122.4064865,Condominium,Entire home/apt,100,2,
Chinatown,37.79153402,-122.4089976,Apartment,Entire home/apt,110,3,
Chinatown,37.79471952,-122.4051877,House,Shared room,29,1,
Chinatown,37.79066398,-122.408334,Other,Entire home/apt,300,0,
Chinatown,37.79429937,-122.4088486,Apartment,Private room,100,32,
Chinatown,37.79145669,-122.4063843,Condominium,Entire home/apt,250,2,
Chinatown,37.79090785,-122.4065982,Other,Entire home/apt,187,0,
Chinatown,37.79170545,-122.4061588,Condominium,Entire home/apt,265,2,
Chinatown,37.79359559,-122.405764,House,Shared room,29,6,
Chinatown,37.7946329,-122.4085715,Apartment,Entire home/apt,150,4,
Chinatown,37.79175534,-122.4065749,Condominium,Entire home/apt,225,0,
Chinatown,37.79571343,-122.405921,Apartment,Shared room,28,0,
Chinatown,37.7911895,-122.406534,Timeshare,Private room,225,0,
Chinatown,37.79600682,-122.405566,Apartment,Shared room,25,0,
Chinatown,37.79533996,-122.4076258,Apartment,Private room,67,1,
Chinatown,37.7917123,-122.4087414,Apartment,Entire home/apt,10000,0,
Chinatown,37.79109637,-122.4073921,Apartment,Entire home/apt,600,0,
Chinatown,37.79726989,-122.4083259,Apartment,Private room,150,14,
Chinatown,37.79158129,-122.4078149,Apartment,Entire home/apt,105,31,
Chinatown,37.79160296,-122.406708,Condominium,Entire home/apt,245,1,
Chinatown,37.79146936,-122.4061378,Condominium,Entire home/apt,265,1,
Chinatown,37.79194209,-122.4056325,Condominium,Private room,114,1,
Chinatown,37.79097443,-122.4067768,Condominium,Entire home/apt,300,0,
Chinatown,37.79120748,-122.4060402,Condominium,Entire home/apt,250,2,
Chinatown,37.79152903,-122.4065825,Condominium,Entire home/apt,250,2,
Chinatown,37.79098773,-122.4065225,Apartment,Private room,225,0,
Chinatown,37.79088397,-122.4060463,Condominium,Entire home/apt,275,4,
Chinatown,37.79215849,-122.4064963,Apartment,Entire home/apt,123,1,
Chinatown,37.79104412,-122.4052994,House,Entire home/apt,1500,0,
Chinatown,37.79168839,-122.4083327,Other,Private room,175,1,
Chinatown,37.79100348,-122.4085049,Condominium,Entire home/apt,195,3,
Chinatown,37.79090177,-122.4072569,Apartment,Entire home/apt,269,9,
Chinatown,37.79290807,-122.4063746,Dorm,Shared room,29,3,
Chinatown,37.79140632,-122.4089841,Apartment,Entire home/apt,86,2,
Chinatown,37.79144807,-122.4068015,Condominium,Entire home/apt,265,1,
Chinatown,37.79427706,-122.4061688,Apartment,Shared room,25,0,
Chinatown,37.79111812,-122.4064336,Guest suite,Private room,225,0,
Chinatown,37.79478217,-122.4059171,Dorm,Shared room,29,5,
Chinatown,37.79089595,-122.4067086,Apartment,Entire home/apt,187,0,
Chinatown,37.79159984,-122.4064723,Guest suite,Private room,225,0,
Chinatown,37.79122473,-122.406451,Apartment,Entire home/apt,140,1,
Chinatown,37.79150192,-122.4059951,Condominium,Entire home/apt,250,2,
Chinatown,37.79094806,-122.4066664,Timeshare,Entire home/apt,297,3,
Chinatown,37.79148136,-122.4063686,Condominium,Entire home/apt,225,0,
Chinatown,37.79122162,-122.4078458,Apartment,Entire home/apt,388,0,
Chinatown,37.79174936,-122.4066079,Condominium,Entire home/apt,265,0,
